id,technology,status_code,status_ar,phase,priority,dependencies,owner_role,shared_track,evidence_refs,evidence_paths,gap_or_extension,acceptance_test,integration_snapshot,primary_package,package_anchor,execution_state
A083,Observability,P,جزئي أو أساس قريب,R2,P1,R1,Backend + Data + SRE,حالة وبيانات وتشغيل دائم,"E10,E17",packages/evidence/index.js;packages/runtime/src/ledger.js;packages/cells/celia/executor/src/event-sourcing.js;tests/evidence.test.js;tools/celia-dashboard-server.mjs;tools/check-metrics.mjs;packages/cells/celia/ultimate/src/egress-proxy.js,استبدال mock telemetry بمعرفات مهمة ومقاييس logs حقيقية,تتبع حدث خطأ إلى الطلب دون كشف البيانات الحساسة,NOT_CONNECTED,P06,nexa-execution-plan.ar.md#p06,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A084,Distributed Tracing,N,غير ظاهر في نطاق الفحص,R2,P1,R1,Backend + Data + SRE,حالة وبيانات وتشغيل دائم,E00,,إضافة OpenTelemetry أو مكافئ مع context propagation,trace واحد عبر planner/tool/provider مع redaction,NOT_CONNECTED,P06,nexa-execution-plan.ar.md#p06,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A085,Metrics Engine,P,جزئي أو أساس قريب,R2,P1,R1,Backend + Data + SRE,حالة وبيانات وتشغيل دائم,"E17,E06",tools/celia-dashboard-server.mjs;tools/check-metrics.mjs;packages/cells/celia/ultimate/src/egress-proxy.js;packages/learning/src/reflection.js;packages/learning/src/knowledge.js;packages/learning/src/hypothesis.js;packages/learning/src/benchmark.js;packages/learning/src/learner.js;tests/omega-learning.test.js,مقاييس CI موجودة؛ يلزم قياس التشغيل وSLOs,أرقام latency/cost/failure من أحداث فعلية لا counters تجميلية,NOT_CONNECTED,P06,nexa-execution-plan.ar.md#p06,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A086,Anomaly Detection,P,جزئي أو أساس قريب,R6,P2,R2;R4;R5;reviewed-data,ML + Evaluation,تعلم مرشح وتقييم ومعايرة,"E13,E06",packages/cell/src/lifecycle.js;packages/cell/src/health.js;packages/cell/src/homeostasis.js;packages/cell/src/membrane.js;packages/cell/src/tissue.js;packages/cell/src/organism.js;tests/cellular.test.js;packages/learning/src/reflection.js;packages/learning/src/knowledge.js;packages/learning/src/hypothesis.js;packages/learning/src/benchmark.js;packages/learning/src/learner.js;tests/omega-learning.test.js,health thresholds أساس؛ إضافة baseline لسلوك التشغيل,قياس false alarms وكشف incidents مزروعة على holdout,NOT_CONNECTED,P14,nexa-execution-plan.ar.md#p14,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A087,Drift Detection,N,غير ظاهر في نطاق الفحص,R6,P2,R2;R4;R5;reviewed-data,ML + Evaluation,تعلم مرشح وتقييم ومعايرة,"E00,E11",packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,رصد drift للمدخلات والـlabels والجودة حسب الشرائح,إنذار يوقف promotion ويطلب مراجعة ولا يغير السياسة تلقائيًا,NOT_CONNECTED,P14,nexa-execution-plan.ar.md#p14,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A088,Evaluation Engine,M,موجود محليًا محدود,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,"E06,E11",packages/learning/src/reflection.js;packages/learning/src/knowledge.js;packages/learning/src/hypothesis.js;packages/learning/src/benchmark.js;packages/learning/src/learner.js;tests/omega-learning.test.js;packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,إعادة استخدام suites الحقيقية وتوسيع تقييم إصلاح الكود,معيار سابق للتجربة ومقارنة reproducible مع baseline,CONDITIONAL_LOCAL_DATA,P11,nexa-execution-plan.ar.md#p11,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A089,Benchmarking,P,جزئي أو أساس قريب,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,"E06,E11",packages/learning/src/reflection.js;packages/learning/src/knowledge.js;packages/learning/src/hypothesis.js;packages/learning/src/benchmark.js;packages/learning/src/learner.js;tests/omega-learning.test.js;packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,المحلي موجود؛ أضف مهام إصلاح واقعية منعزلة وغير مسربة,held-out repositories/issues مع تكلفة وكمون وفواصل عدم يقين,NOT_CONNECTED,P11,nexa-execution-plan.ar.md#p11,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A090,Red Teaming,M,موجود محليًا محدود,R1,P0,R0,Security + Platform,بوابة تنفيذ وعزل وهوية موحدة,E15,tests/security.test.js;tests/omega-security.test.js;tests/omega-invariants.test.js;tests/canonical.test.js;tests/google-attacks.test.js;tools/omega-attacks.mjs;tools/check-posture.mjs;package.json,الحزمة العدائية المحلية موجودة؛ توسيعها عند كل boundary جديد,كل فئة تهديد لها اختبار حقيقي لا ادعاء منع جميع الهجمات,NOT_CONNECTED,P04,nexa-execution-plan.ar.md#p04,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A091,Adversarial Testing,M,موجود محليًا محدود,R0,P0,baseline/H1,Systems + Security,فصل الاستهلاك والتطبيق والتعافي,"E09,E15",tools/celia-workspace-write-auth.mjs;tools/celia-workspace-commit-auth.mjs;tools/celia-workspace-commit-port.mjs;tools/celia-commit-consumption-store.mjs;tools/celia-workspace-port.mjs;tests/celia-workspace-commit-hardening.test.js;tests/celia-workspace-commit-persistence.test.js;docs/celia-workspace-commit-h1-persistence.ar.md;tests/security.test.js;tests/omega-security.test.js;tests/omega-invariants.test.js;tests/canonical.test.js;tests/google-attacks.test.js;tools/omega-attacks.mjs;tools/check-posture.mjs;package.json,الحفاظ على H1/H2/H3 والاختبارات العدائية الأصلية,لا skip أو تعديل توقعات لإخفاء RED؛ إعادة القياس بعد الإصلاح,NOT_CONNECTED,P03,nexa-execution-plan.ar.md#p03,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A092,Prompt Injection Defense,P,جزئي أو أساس قريب,R1,P0,R0,Security + Platform,بوابة تنفيذ وعزل وهوية موحدة,"E01,E04,E23",packages/identity/index.js;packages/crypto/index.js;packages/capability/index.js;packages/policy/src/rules.js;packages/protocol/index.js;packages/ast/index.js;tests/capability.test.js;tests/endpoint.test.js;tests/security.test.js;packages/cells/celia/planner/src/grok.js;packages/cells/celia/executor/src/executor.js;packages/cells/celia/executor/src/tool-registry.js;packages/cells/celia/executor/src/adaptive-dag.js;tools/dag-executor.mjs;tools/celia-learning-research.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,موانع متفرقة موجودة؛ توحيد فصل البيانات عن التعليمات,بحث أو README عدائي لا يغير وجهة طلب أو صلاحيات تنفيذ,NOT_CONNECTED,P04,nexa-execution-plan.ar.md#p04,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A093,Tool Poisoning Defense,P,جزئي أو أساس قريب,R1,P0,R0,Security + Platform,بوابة تنفيذ وعزل وهوية موحدة,"E02,E12",adapters/mcp/src/bridge.js;tests/mcp.test.js;packages/evolution/src/manifest.js;packages/evolution/src/gate.js;packages/evolution/src/registry.js;packages/cellular-evolution/index.js;tests/omega-evolution.test.js,تثبيت manifests ومصادر الأدوات ووصفها ومراجعة التغيير,تغيير descriptor أو schema أو endpoint يوقف الاستدعاء حتى مراجعة,NOT_CONNECTED,P04,nexa-execution-plan.ar.md#p04,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A094,Output Sanitization,P,جزئي أو أساس قريب,R1,P0,R0,Security + Platform,بوابة تنفيذ وعزل وهوية موحدة,"E04,E14",packages/cells/celia/planner/src/grok.js;packages/cells/celia/executor/src/executor.js;packages/cells/celia/executor/src/tool-registry.js;packages/cells/celia/executor/src/adaptive-dag.js;tools/dag-executor.mjs;packages/cells/google/identity/src/verify.js;packages/cells/google/identity/src/bindings.js;packages/cells/google/gateway/src/approvals.js;packages/cells/google/gateway/src/limiter.js;packages/cells/google/gateway/src/vault.js;packages/cells/google/gateway/src/scan.js;packages/cells/google/gateway/src/classes.js;tests/google-gateway.test.js;tests/google-binding.test.js,sanitization متفرق؛ تطبيق حسب sink لا حذف نصوص فقط,حماية HTML/terminal/SQL/paths واختبارات encoding variants,NOT_CONNECTED,P04,nexa-execution-plan.ar.md#p04,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A095,Secret Detection,P,جزئي أو أساس قريب,R1,P0,R0,Security + Platform,بوابة تنفيذ وعزل وهوية موحدة,E14,packages/cells/google/identity/src/verify.js;packages/cells/google/identity/src/bindings.js;packages/cells/google/gateway/src/approvals.js;packages/cells/google/gateway/src/limiter.js;packages/cells/google/gateway/src/vault.js;packages/cells/google/gateway/src/scan.js;packages/cells/google/gateway/src/classes.js;tests/google-gateway.test.js;tests/google-binding.test.js,scans فعلية محدودة؛ توسيعها إلى logs/prompts/artifacts,canary secrets لا تصل إلى provider أو export مع قياس false positives,NOT_CONNECTED,P04,nexa-execution-plan.ar.md#p04,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A096,PII Detection,P,جزئي أو أساس قريب,R1,P0,R0,Security + Platform,بوابة تنفيذ وعزل وهوية موحدة,E14,packages/cells/google/identity/src/verify.js;packages/cells/google/identity/src/bindings.js;packages/cells/google/gateway/src/approvals.js;packages/cells/google/gateway/src/limiter.js;packages/cells/google/gateway/src/vault.js;packages/cells/google/gateway/src/scan.js;packages/cells/google/gateway/src/classes.js;tests/google-gateway.test.js;tests/google-binding.test.js,حماية subject/email موجودة؛ تصنيف PII متعدد اللغات غير مكتمل,بيانات عربية/إنجليزية موسومة وحذف/redaction قابلان للاختبار,NOT_CONNECTED,P04,nexa-execution-plan.ar.md#p04,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A097,Data Loss Prevention,P,جزئي أو أساس قريب,R1,P0,R0,Security + Platform,بوابة تنفيذ وعزل وهوية موحدة,"E14,E17",packages/cells/google/identity/src/verify.js;packages/cells/google/identity/src/bindings.js;packages/cells/google/gateway/src/approvals.js;packages/cells/google/gateway/src/limiter.js;packages/cells/google/gateway/src/vault.js;packages/cells/google/gateway/src/scan.js;packages/cells/google/gateway/src/classes.js;tests/google-gateway.test.js;tests/google-binding.test.js;tools/celia-dashboard-server.mjs;tools/check-metrics.mjs;packages/cells/celia/ultimate/src/egress-proxy.js,ضوابط محدودة؛ يلزم egress allowlist دقيقة وتصنيف وحصص,منع redirect وDNS/private-address bypass وتسريب canary فعلي,NOT_CONNECTED,P04,nexa-execution-plan.ar.md#p04,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A098,Digital Twin,P,جزئي أو أساس قريب,R7,P2,R4;R5;R6-if-learned,Agent + Evaluation,مسارات ووكلاء ومحاكاة مقاسة,"E18,E24",packages/runtime/src/world.js;packages/runtime/src/machine.js;packages/cells/celia/infinite/src/multiverse-engine.js;packages/cells/celia/infinite/src/swarm-pheromone.js;packages/cells/celia/dsl/src/consensus-dsl.js,world snapshot أساس لا توأم مطابق؛ إضافة fidelity model,مقارنة تنبؤات البيئة بحالات حقيقية مع خطأ مقاس,NOT_CONNECTED,P16,nexa-execution-plan.ar.md#p16,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A099,Simulation Engine,D,ديمو/محاكاة,R7,P2,R4;R5;R6-if-learned,Agent + Evaluation,مسارات ووكلاء ومحاكاة مقاسة,E24,packages/cells/celia/infinite/src/multiverse-engine.js;packages/cells/celia/infinite/src/swarm-pheromone.js;packages/cells/celia/dsl/src/consensus-dsl.js,الديموهات ليست إثباتًا؛ تشغيل sandbox تجريبي بلا آثار production,السيناريو نفسه قابل للإعادة والفروق عن الواقع معلنة,NOT_CONNECTED,P16,nexa-execution-plan.ar.md#p16,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
A100,World Model,P,جزئي أو أساس قريب,R4,P1,R2;R3,Agent + QA,وكيل إصلاح محدود وقابل للقياس,E18,packages/runtime/src/world.js;packages/runtime/src/machine.js,World يصف حالة مضيفة؛ يلزم freshness وobservations موثقة,تمييز observed/hypothesized/verified ورفض المعلومة القديمة,NOT_CONNECTED,P12,nexa-execution-plan.ar.md#p12,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B001,Neuro-Symbolic AI,D,ديمو/محاكاة,R7,P2,R4;R5;R6-if-learned,Agent + Evaluation,مسارات ووكلاء ومحاكاة مقاسة,"E19,E11",packages/cells/celia/omega/src/formal-z3-verification.js;packages/cells/celia/ultimate/src/z3-verifier.js;packages/cells/celia/infinite/src/neural-symbolic-engine.js;packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,المحرك الحالي mock؛ وصل scorer فعلي بقيود مستقلة,قيد صلب يمنع مخرجًا غير صالح مهما ارتفعت درجة النموذج,NOT_CONNECTED,P16,nexa-execution-plan.ar.md#p16,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B002,Knowledge Graph,P,جزئي أو أساس قريب,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,"E06,E26",packages/learning/src/reflection.js;packages/learning/src/knowledge.js;packages/learning/src/hypothesis.js;packages/learning/src/benchmark.js;packages/learning/src/learner.js;tests/omega-learning.test.js;packages/cells/celia/singularity/src/causal-do-calculus.js,KnowledgeStore ومخططات محلية ليست KG موحدة ذات provenance,استعلام علاقات مع ملكية ومصدر وإبطال حقائق مشتقة,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B003,Ontology Engine,N,غير ظاهر في نطاق الفحص,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,E00,,تعريف schema مفاهيم versioned بدل علاقات غير مقيدة,رفض علاقة/نوع غير متوافق وترحيل ontology دون فقد المعنى,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B004,Semantic Reasoner,N,غير ظاهر في نطاق الفحص,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,"E00,E06",packages/learning/src/reflection.js;packages/learning/src/knowledge.js;packages/learning/src/hypothesis.js;packages/learning/src/benchmark.js;packages/learning/src/learner.js;tests/omega-learning.test.js,محرك استنتاج محدود على graph وقواعد قابلة للتفسير,كل نتيجة مشتقة تحمل قواعدها ومصادرها ويتوقف الاستنتاج الدوري,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B005,Rule Engine,P,جزئي أو أساس قريب,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,E01,packages/identity/index.js;packages/crypto/index.js;packages/capability/index.js;packages/policy/src/rules.js;packages/protocol/index.js;packages/ast/index.js;tests/capability.test.js;tests/endpoint.test.js;tests/security.test.js,policy rules موجودة؛ افصل قواعد المجال عن قواعد الإذن,قواعد المجال لا تستطيع تعديل policy أو mint capability,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B006,Constraint Solver,D,ديمو/محاكاة,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,E19,packages/cells/celia/omega/src/formal-z3-verification.js;packages/cells/celia/ultimate/src/z3-verifier.js;packages/cells/celia/infinite/src/neural-symbolic-engine.js,استبدال heuristics بمحلل قيود حقيقي bounded,حل معروف وunsatisfiable وtimeout/unknown تعالج بصدق,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B007,SAT Solver,D,ديمو/محاكاة,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,E19,packages/cells/celia/omega/src/formal-z3-verification.js;packages/cells/celia/ultimate/src/z3-verifier.js;packages/cells/celia/infinite/src/neural-symbolic-engine.js,توصيل solver فعلي بدل نتائج SAT/UNSAT المسماة فقط,حالات SAT وUNSAT مرجعية واختبار صحة model/certificate,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B008,SMT Solver,D,ديمو/محاكاة,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,E19,packages/cells/celia/omega/src/formal-z3-verification.js;packages/cells/celia/ultimate/src/z3-verifier.js;packages/cells/celia/infinite/src/neural-symbolic-engine.js,Z3 الحالي mock؛ اعتماد port محدود لنظريات معلنة,صيغة violation: SAT counterexample وUNSAT تحت الفرضيات وUNKNOWN لا PASS,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B009,Probabilistic Reasoning,P,جزئي أو أساس قريب,R6,P2,R2;R4;R5;reviewed-data,ML + Evaluation,تعلم مرشح وتقييم ومعايرة,"E06,E11",packages/learning/src/reflection.js;packages/learning/src/knowledge.js;packages/learning/src/hypothesis.js;packages/learning/src/benchmark.js;packages/learning/src/learner.js;tests/omega-learning.test.js;packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,posterior وscores موجودة؛ يلزم احتمالات ومعايرة وافتراضات معلنة,Brier/ECE وintervals على holdout لا ثقة مأخوذة من الاسم,CONDITIONAL_LOCAL_DATA,P14,nexa-execution-plan.ar.md#p14,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B010,Bayesian Network,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E00,,تنفيذ graph وCPTs واستدلال احتمالي لحالة استخدام محددة,مقارنة inference مع مسائل ذات احتمالات معلومة,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B011,Causal Inference,D,ديمو/محاكاة,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E26,packages/cells/celia/singularity/src/causal-do-calculus.js,النتائج الحالية عشوائية؛ يلزم design وبيانات وافتراضات تعريف,أثر سببي على تجربة مناسبة أو امتناع عند عدم identifiability,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B012,Causal Graph,P,جزئي أو أساس قريب,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E26,packages/cells/celia/singularity/src/causal-do-calculus.js,بنية graph موجودة؛ معنى السببية والتحقق غير مثبتين,DAG صالح وافتراضات موثقة وفصل association عن intervention,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B013,Temporal Reasoning,P,جزئي أو أساس قريب,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,"E01,E10",packages/identity/index.js;packages/crypto/index.js;packages/capability/index.js;packages/policy/src/rules.js;packages/protocol/index.js;packages/ast/index.js;tests/capability.test.js;tests/endpoint.test.js;tests/security.test.js;packages/evidence/index.js;packages/runtime/src/ledger.js;packages/cells/celia/executor/src/event-sourcing.js;tests/evidence.test.js,expiry وtimestamps ليست محركًا عامًا؛ نمذجة intervals وترتيب,اختبارات clocks/causal ordering وعدم قلب قبل/بعد,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B014,Spatial Reasoning,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E00,,اختياري فقط لمهمة مكانية؛ هندسة وتمثيل إحداثيات واضح,اختبارات وحدات وتحويلات وتقاطعات مرجعية,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B015,Counterfactual Reasoning,D,ديمو/محاكاة,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E26,packages/cells/celia/singularity/src/causal-do-calculus.js,counterfactual الحالي mock؛ اربطه بنموذج سببي صالح,فرضيات abduction/action/prediction معلنة ونتائج قابلة للتحقق,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B016,Abductive Reasoning,P,جزئي أو أساس قريب,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,E06,packages/learning/src/reflection.js;packages/learning/src/knowledge.js;packages/learning/src/hypothesis.js;packages/learning/src/benchmark.js;packages/learning/src/learner.js;tests/omega-learning.test.js,فرضيات الفشل أساس؛ إضافة تفسيرات منافسة وقواعد استبعاد,أفضل تفسير لا يُرقّى لحقيقة بلا دليل مستقل,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B017,Inductive Reasoning,P,جزئي أو أساس قريب,R6,P2,R2;R4;R5;reviewed-data,ML + Evaluation,تعلم مرشح وتقييم ومعايرة,"E06,E11",packages/learning/src/reflection.js;packages/learning/src/knowledge.js;packages/learning/src/hypothesis.js;packages/learning/src/benchmark.js;packages/learning/src/learner.js;tests/omega-learning.test.js;packages/cells/celia/learning/src/data.js;packages/cells/celia/learning/src/models.js;tools/celia-learning-store.mjs;tools/celia-learning.mjs;tests/celia-learning.test.js;docs/celia-adaptive-learning.ar.md,pattern mining وتدريب موجودان؛ قياس التعميم بدل حفظ الأمثلة,أداء على مهام جديدة مع منع التسرب وتوثيق حدود الاستنتاج,NOT_CONNECTED,P14,nexa-execution-plan.ar.md#p14,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B018,Deductive Reasoning,P,جزئي أو أساس قريب,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,"E01,E06",packages/identity/index.js;packages/crypto/index.js;packages/capability/index.js;packages/policy/src/rules.js;packages/protocol/index.js;packages/ast/index.js;tests/capability.test.js;tests/endpoint.test.js;tests/security.test.js;packages/learning/src/reflection.js;packages/learning/src/knowledge.js;packages/learning/src/hypothesis.js;packages/learning/src/benchmark.js;packages/learning/src/learner.js;tests/omega-learning.test.js,قواعد محلية موجودة؛ تعميم استنتاجات مجال قابلة للتتبع,نتيجة صحيحة من مقدمات معلنة ورفض مقدمات متناقضة حسب المنطق المختار,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B019,Analogical Reasoning,P,جزئي أو أساس قريب,R4,P1,R2;R3,Agent + QA,وكيل إصلاح محدود وقابل للقياس,E07,packages/runtime/src/memory.js;packages/cells/celia/memory/src/lifecycle.js;packages/cells/celia/memory/src/procedural-store.js;packages/cells/celia/memory/src/belief-engine.js;packages/cells/celia/memory/src/governed-engine.js;packages/cells/celia/memory/src/vector-store.js,procedural recall أساس؛ تحقق تشابه المشكلة وحدود النقل,وصفة مشابهة لا تطبق عند اختلاف preconditions الجوهرية,NOT_CONNECTED,P12,nexa-execution-plan.ar.md#p12,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B020,Fuzzy Logic,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E00,,محرك fuzzy فعلي فقط إن احتاجت المهمة قيمًا غير حادة,membership/rules واختبارات حدود؛ لا تحويل الغموض إلى authorization,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B021,Formal Verification,D,ديمو/محاكاة,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,E19,packages/cells/celia/omega/src/formal-z3-verification.js;packages/cells/celia/ultimate/src/z3-verifier.js;packages/cells/celia/infinite/src/neural-symbolic-engine.js,استبدال الادعاءات الشكلية بإثبات خصائص محددة على نموذج معلوم,artifact قابل للتحقق مع assumptions وcounterexamples لا وعد صفر أخطاء,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B022,Model Checking,N,غير ظاهر في نطاق الفحص,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,"E00,E13",packages/cell/src/lifecycle.js;packages/cell/src/health.js;packages/cell/src/homeostasis.js;packages/cell/src/membrane.js;packages/cell/src/tissue.js;packages/cell/src/organism.js;tests/cellular.test.js,نمذجة lifecycle/workflow وفحص safety/liveness,counterexample لحالة معيبة ونجاح نموذج محدود بعد إصلاحها,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B023,Theorem Proving,N,غير ظاهر في نطاق الفحص,R8,P3,R1;R2;use-case-ADR;R5/R6-if-training,ML/Formal/Infrastructure حسب ADR,بحث وتكامل نموذج/عتاد مشروط,E00,,تكامل proof assistant عندما تبرر الخاصية كلفته,مدقق مستقل يقبل البرهان؛ النص المولّد ليس proof,NOT_CONNECTED,P17,nexa-execution-plan.ar.md#p17,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B024,Symbolic Execution,N,غير ظاهر في نطاق الفحص,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,"E00,E19",packages/cells/celia/omega/src/formal-z3-verification.js;packages/cells/celia/ultimate/src/z3-verifier.js;packages/cells/celia/infinite/src/neural-symbolic-engine.js,أداة تحليل رمزي مع حدود المسارات واللغة,استخراج input يكسر invariant وتشغيله فعليًا لإعادة العيب,NOT_CONNECTED,P15,nexa-execution-plan.ar.md#p15,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
B025,Static Analysis,M,موجود محليًا محدود,R5,P1,R1;R2,QA + Security + Knowledge,جودة وتحقق ومعرفة,E16,packages/compiler/src/analyzer.js;packages/compiler/index.js;tests/omega-compiler.test.js;tools/celia-ast-port.mjs,compiler checks فعلية لـNEXA؛ أضف تحليل JS/TS حقيقيًا,parser كامل وtaint/lint tests دون ادعاء أن regex هو AST كامل,NOT_CONNECTED,P11,nexa-execution-plan.ar.md#p11,PLANNED_NOT_IMPLEMENTED_BY_THIS_DOCUMENT
